station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
ACT,2021-02-15 06:55,,,,340.00,14.00,,30.33,,0.75,,VV ,,,,1600.00,,,,-SN,,,,,,,,KACT 150655Z AUTO 34014KT 1SM -SN VV016 M12/M14 A3032 RMK T11201140 MADISHF
ACT,2021-02-15 07:00,,,,340.00,15.00,,30.33,,0.75,22.00,VV ,,,,1400.00,,,,-SN,,,,,,,,KACT 150700Z AUTO 34015G22KT 1SM -SN VV014 M12/M14 A3032 RMK T11201140 MADISHF
ACT,2021-02-15 07:05,,,,340.00,17.00,,30.33,,0.75,22.00,VV ,,,,1200.00,,,,-SN,,,,,,,,KACT 150705Z AUTO 34017G22KT 1SM -SN VV012 M12/M14 A3032 RMK T11201140 MADISHF
ACT,2021-02-15 07:10,,,,340.00,14.00,0.01,30.33,,0.75,,VV ,,,,1300.00,,,,-SN,,,,,,,,KACT 150710Z AUTO 34014KT 1SM -SN VV013 M12/M14 A3032 RMK P0000 T11201140 MADISHF
ACT,2021-02-15 07:15,,,,330.00,15.00,0.01,30.34,,0.75,22.00,VV ,,,,1300.00,,,,-SN,,,,,,,,KACT 150715Z AUTO 33015G22KT 1SM -SN VV013 M12/M14 A3034 RMK P0000 T11201140 MADISHF
ACT,2021-02-15 07:20,,,,330.00,18.00,0.01,30.35,,1.00,,VV ,,,,1400.00,,,,-SN,,,,,,,,KACT 150720Z AUTO 33018KT 1SM -SN VV014 M12/M14 A3035 RMK P0000 T11201140 MADISHF
ACT,2021-02-15 07:25,,,,340.00,17.00,0.01,30.36,,1.00,,VV ,,,,1400.00,,,,-SN,,,,,,,,KACT 150725Z AUTO 34017KT 1SM -SN VV014 M12/M15 A3036 RMK P0000 T11201150 MADISHF
ACT,2021-02-15 07:30,,,,340.00,13.00,0.02,30.35,,1.00,18.00,VV ,,,,1400.00,,,,-SN,,,,,,,,KACT 150730Z AUTO 34013G18KT 1SM -SN VV014 M12/M15 A3035 RMK P0001 T11201150 MADISHF
ACT,2021-02-15 07:35,,,,340.00,15.00,0.02,30.34,,0.75,,VV ,,,,1400.00,,,,-SN,,,,,,,,KACT 150735Z AUTO 34015KT 1SM -SN VV014 M12/M14 A3034 RMK P0001 T11201140 MADISHF
ACT,2021-02-15 07:39,10.90,6.10,80.57,340.00,13.00,0.02,30.34,,0.75,21.00,VV ,,,,1300.00,,,,-SN,,,,,,,-5.46,KACT 150739Z AUTO 34013G21KT 3/4SM -SN VV013 M12/M14 A3034 RMK AO2 P0002 T11171144
ACT,2021-02-15 07:40,,,,340.00,13.00,0.02,30.34,,0.75,18.00,VV ,,,,1300.00,,,,-SN,,,,,,,,KACT 150740Z AUTO 34013G18KT 1SM -SN VV013 M12/M14 A3034 RMK P0001 T11201140 MADISHF
ACT,2021-02-15 07:45,,,,340.00,18.00,0.02,30.33,,0.75,22.00,VV ,,,,1300.00,,,,-SN BR,,,,,,,,KACT 150745Z AUTO 34018G22KT 1SM -SN BR VV013 M12/M14 A3032 RMK P0001 T11201140 MADISHF
ACT,2021-02-15 07:50,,,,340.00,17.00,0.02,30.32,,0.75,22.00,VV ,,,,1300.00,,,,-SN,,,,,,,,KACT 150750Z AUTO 34017G22KT 1SM -SN VV013 M12/M15 A3031 RMK P0001 T11201150 MADISHF
ACT,2021-02-15 07:51,10.00,5.00,79.76,340.00,18.00,0.02,30.31,1027.20,0.75,,VV ,,,,1300.00,,,,-SN,,,,26.00,350.00,2021-02-15 07:51,-9.21,KACT 150751Z AUTO 34018KT 3/4SM -SN VV013 M12/M15 A3031 RMK AO2 PK WND 35026/0751 PRESFR SLP272 P0002 T11221150
ACT,2021-02-15 07:55,,,,340.00,17.00,,30.32,,0.75,,VV ,,,,1300.00,,,,-SN,,,,,,,,KACT 150755Z AUTO 34017KT 1SM -SN VV013 M12/M15 A3031 RMK T11201150 MADISHF
ACT,2021-02-15 08:00,,,,340.00,15.00,0.01,30.34,,0.75,,VV ,,,,1300.00,,,,-SN,,,,,,,,KACT 150800Z AUTO 34015KT 1SM -SN VV013 M12/M15 A3034 RMK P0000 T11201150 MADISHF
ACT,2021-02-15 08:05,,,,330.00,14.00,0.01,30.33,,0.75,,VV ,,,,1300.00,,,,-SN,,,,,,,,KACT 150805Z AUTO 33014KT 1SM -SN VV013 M12/M15 A3032 RMK P0000 T11201150 MADISHF
ACT,2021-02-15 08:10,,,,330.00,17.00,0.01,30.35,,0.75,,VV ,,,,1300.00,,,,-SN,,,,,,,,KACT 150810Z AUTO 33017KT 1SM -SN VV013 M12/M15 A3035 RMK P0000 T11201150 MADISHF
ACT,2021-02-15 08:15,,,,340.00,16.00,0.01,30.34,,0.75,21.00,VV ,,,,1200.00,,,,-SN,,,,,,,,KACT 150815Z AUTO 34016G21KT 1SM -SN VV012 M12/M15 A3034 RMK P0000 T11201150 MADISHF
ACT,2021-02-15 08:20,,,,330.00,16.00,0.02,30.35,,0.50,21.00,VV ,,,,1100.00,,,,SN,,,,,,,,KACT 150820Z AUTO 33016G21KT 1/2SM SN VV011 M12/M15 A3035 RMK P0001 T11201150 MADISHF
ACT,2021-02-15 08:25,,,,330.00,17.00,0.02,30.34,,0.50,23.00,VV ,,,,999.00,,,,SN,,,,,,,,KACT 150825Z AUTO 33017G23KT 1/2SM SN VV009 M12/M15 A3034 RMK P0001 T11201150 MADISHF
ACT,2021-02-15 08:30,,,,340.00,15.00,0.03,30.33,,0.50,,VV ,,,,900.00,,,,SN,,,,,,,,KACT 150830Z AUTO 34015KT 1/2SM SN VV009 M12/M15 A3032 RMK P0002 T11201150 MADISHF
ACT,2021-02-15 08:32,10.00,5.00,79.76,340.00,15.00,0.03,30.34,,0.50,24.00,VV ,,,,900.00,,,,SN,,,,,,,-7.74,KACT 150832Z AUTO 34015G24KT 1/2SM SN VV009 M12/M15 A3034 RMK AO2 P0003 T11221150
ACT,2021-02-15 08:35,,,,340.00,14.00,0.03,30.35,,0.50,,VV ,,,,800.00,,,,SN,,,,,,,,KACT 150835Z AUTO 34014KT 1/2SM SN VV008 M12/M15 A3035 RMK P0002 T11201150 MADISHF
ACT,2021-02-15 08:40,,,,330.00,11.00,0.04,30.35,,0.50,,VV ,,,,800.00,,,,SN,,,,,,,,KACT 150840Z AUTO 33011KT 1/2SM SN VV008 M12/M15 A3035 RMK P0003 T11201150 MADISHF
ACT,2021-02-15 08:45,,,,330.00,14.00,0.04,30.35,,0.50,24.00,VV ,,,,800.00,,,,SN,,,,,,,,KACT 150845Z AUTO 33014G24KT 1/2SM SN VV008 M12/M15 A3035 RMK P0003 T11201150 MADISHF
ACT,2021-02-15 08:50,,,,340.00,18.00,0.04,30.33,,0.50,,VV ,,,,900.00,,,,SN,,,,,,,,KACT 150850Z AUTO 34018KT 1/2SM SN VV009 M12/M15 A3032 RMK P0003 T11201150 MADISHF
ACT,2021-02-15 08:51,10.00,5.00,79.76,340.00,16.00,0.05,30.34,1028.00,0.50,26.00,VV ,,,,900.00,,,,SN,,,,26.00,350.00,2021-02-15 08:46,-8.26,KACT 150851Z AUTO 34016G26KT 1/2SM SN VV009 M12/M15 A3034 RMK AO2 PK WND 35026/0846 SLP280 P0005 60008 T11221150 53001
ACT,2021-02-15 08:55,,,,330.00,17.00,,30.34,,0.50,22.00,VV ,,,,900.00,,,,SN,,,,,,,,KACT 150855Z AUTO 33017G22KT 1/2SM SN VV009 M12/M15 A3034 RMK T11201150 MADISHF
ACT,2021-02-15 09:00,,,,330.00,16.00,,30.35,,0.50,22.00,VV ,,,,800.00,,,,SN,,,,,,,,KACT 150900Z AUTO 33016G22KT 1/2SM SN VV008 M12/M15 A3035 RMK T11201150 MADISHF
ACT,2021-02-15 09:05,,,,330.00,16.00,,30.35,,0.50,,VV ,,,,800.00,,,,SN,,,,,,,,KACT 150905Z AUTO 33016KT 1/2SM SN VV008 M12/M15 A3035 RMK T11201150 MADISHF
ACT,2021-02-15 09:10,,,,310.00,15.00,0.01,30.36,,0.50,,VV ,,,,800.00,,,,SN,,,,,,,,KACT 150910Z AUTO 31015KT 1/2SM SN VV008 M12/M15 A3036 RMK P0000 T11201150 MADISHF
ACT,2021-02-15 09:15,,,,320.00,13.00,0.02,30.35,,0.50,,VV ,,,,700.00,,,,SN FZFG,,,,,,,,KACT 150915Z AUTO 32013KT 1/2SM SN FZFG VV007 M13/M15 A3035 RMK P0001 T11301150 MADISHF
ACT,2021-02-15 09:18,9.00,5.00,83.41,320.00,15.00,0.02,30.35,,0.50,22.00,VV ,,,,700.00,,,,SN FZFG,,,,,,,-9.04,KACT 150918Z AUTO 32015G22KT 1/2SM SN FZFG VV007 M13/M15 A3035 RMK AO2 P0002 T11281150
ACT,2021-02-15 09:20,,,,330.00,14.00,0.02,30.35,,0.50,,VV ,,,,700.00,,,,SN FZFG,,,,,,,,KACT 150920Z AUTO 33014KT 1/2SM SN FZFG VV007 M13/M15 A3035 RMK P0001 T11301150 MADISHF
ACT,2021-02-15 09:25,,,,330.00,14.00,0.03,30.34,,0.50,,VV ,,,,700.00,,,,SN FZFG,,,,,,,,KACT 150925Z AUTO 33014KT 1/2SM SN FZFG VV007 M13/M15 A3034 RMK P0002 T11301150 MADISHF
ACT,2021-02-15 09:30,,,,330.00,11.00,0.03,30.33,,0.50,,VV ,,,,700.00,,,,SN FZFG,,,,,,,,KACT 150930Z AUTO 33011KT 1/2SM SN FZFG VV007 M13/M15 A3032 RMK P0002 T11301150 MADISHF
ACT,2021-02-15 09:35,,,,330.00,14.00,0.04,30.33,,0.50,,VV ,,,,700.00,,,,SN,,,,,,,,KACT 150935Z AUTO 33014KT 1/2SM SN VV007 M13/M16 A3032 RMK P0003 T11301160 MADISHF
ACT,2021-02-15 09:40,,,,350.00,13.00,0.04,30.32,,0.50,,VV ,,,,700.00,,,,SN,,,,,,,,KACT 150940Z AUTO 35013KT 1/2SM SN VV007 M13/M16 A3031 RMK P0003 T11301160 MADISHF
ACT,2021-02-15 09:45,,,,340.00,16.00,0.04,30.32,,0.50,,VV ,,,,800.00,,,,SN,,,,,,,,KACT 150945Z AUTO 34016KT 1/2SM SN VV008 M13/M16 A3031 RMK P0003 T11301160 MADISHF
ACT,2021-02-15 09:50,,,,340.00,14.00,0.05,30.32,,0.50,,VV ,,,,800.00,,,,SN FZFG,,,,,,,,KACT 150950Z AUTO 34014KT 1/2SM SN FZFG VV008 M13/M15 A3031 RMK P0005 T11301150 MADISHF
ACT,2021-02-15 09:51,9.00,5.00,83.41,350.00,14.00,0.05,30.32,1027.30,0.50,24.00,VV ,,,,800.00,,,,SN FZFG,,,,,,,-8.48,KACT 150951Z AUTO 35014G24KT 1/2SM SN FZFG VV008 M13/M15 A3032 RMK AO2 SLP273 P0005 T11281150
ACT,2021-02-15 09:55,,,,340.00,19.00,,30.31,,0.50,,VV ,,,,999.00,,,,SN,,,,,,,,KACT 150955Z AUTO 34019KT 1/2SM SN VV009 M13/M16 A3030 RMK T11301160 MADISHF
ACT,2021-02-15 10:00,,,,340.00,20.00,,30.32,,0.75,26.00,VV ,,,,1400.00,,,,-SN,,,,,,,,KACT 151000Z AUTO 34020G26KT 1SM -SN VV014 M13/M16 A3031 RMK T11301160 MADISHF
ACT,2021-02-15 10:01,9.00,3.90,79.31,340.00,19.00,T,30.32,,0.75,27.00,VV ,,,,1500.00,,,,-SN,,,,27.00,340.00,2021-02-15 10:00,-10.98,KACT 151001Z AUTO 34019G27KT 3/4SM -SN VV015 M13/M16 A3032 RMK AO2 PK WND 34027/1000 P0000 T11281156
ACT,2021-02-15 10:05,,,,340.00,17.00,,30.32,,1.25,,OVC,,,,2500.00,,,,-SN,,,,,,,,KACT 151005Z AUTO 34017KT 1 1/2SM -SN OVC025 M13/M16 A3031 RMK T11301160 MADISHF
ACT,2021-02-15 10:08,9.00,3.90,79.31,330.00,19.00,T,30.33,,1.25,27.00,OVC,,,,3200.00,,,,-SN,,,,27.00,340.00,2021-02-15 10:08,-10.98,KACT 151008Z AUTO 33019G27KT 1 1/4SM -SN OVC032 M13/M16 A3033 RMK AO2 PK WND 34027/1008 P0000 T11281156
ACT,2021-02-15 10:10,,,,330.00,18.00,,30.33,,1.50,,OVC,,,,3600.00,,,,-SN,,,,,,,,KACT 151010Z AUTO 33018KT 1 1/2SM -SN OVC036 M13/M16 A3032 RMK T11301160 MADISHF
ACT,2021-02-15 10:15,,,,330.00,20.00,,30.32,,1.75,24.00,OVC,,,,3800.00,,,,-SN,,,,,,,,KACT 151015Z AUTO 33020G24KT 2SM -SN OVC038 M13/M16 A3031 RMK T11301160 MADISHF
ACT,2021-02-15 10:20,,,,330.00,17.00,,30.34,,1.75,,BKN,OVC,,,3999.00,9500.00,,,,,,,,,,,KACT 151020Z AUTO 33017KT 2SM BKN039 OVC095 M13/M16 A3034 RMK T11301160 MADISHF
ACT,2021-02-15 10:25,,,,330.00,14.00,,30.35,,2.50,,BKN,OVC,,,4500.00,9500.00,,,,,,,,,,,KACT 151025Z AUTO 33014KT 2 1/2SM BKN045 OVC095 M13/M16 A3035 RMK T11301160 MADISHF
ACT,2021-02-15 10:27,9.00,3.00,76.08,330.00,14.00,T,30.35,,3.00,26.00,BKN,OVC,,,4700.00,9500.00,,,BLSN,,,,27.00,340.00,2021-02-15 10:08,-8.48,KACT 151027Z AUTO 33014G26KT 3SM BLSN BKN047 OVC095 M13/M16 A3035 RMK AO2 PK WND 34027/1008 SNE19 P0000 T11281161
ACT,2021-02-15 10:30,,,,330.00,16.00,,30.34,,4.00,,SCT,OVC,,,4900.00,9500.00,,,,,,,,,,,KACT 151030Z AUTO 33016KT 4SM SCT049 OVC095 M13/M16 A3034 RMK T11301160 MADISHF
ACT,2021-02-15 10:35,,,,340.00,14.00,,30.34,,2.50,,FEW,BKN,OVC,,1200.00,3900.00,9500.00,,-SN,,,,,,,,KACT 151035Z AUTO 34014KT 2 1/2SM -SN FEW012 BKN039 OVC095 M13/M16 A3034 RMK T11301160 MADISHF
ACT,2021-02-15 10:37,9.00,3.00,76.08,340.00,13.00,T,30.34,,1.75,,FEW,BKN,OVC,,1200.00,3300.00,9500.00,,-SN,,,,27.00,340.00,2021-02-15 10:08,-7.90,KACT 151037Z AUTO 34013KT 1 3/4SM -SN FEW012 BKN033 OVC095 M13/M16 A3034 RMK AO2 PK WND 34027/1008 SNE19B34 P0000 T11281161
ACT,2021-02-15 10:40,,,,330.00,11.00,,30.33,,1.25,,FEW,BKN,OVC,,1200.00,2500.00,9500.00,,-SN,,,,,,,,KACT 151040Z AUTO 33011KT 1 1/2SM -SN FEW012 BKN025 OVC095 M13/M16 A3032 RMK T11301160 MADISHF
ACT,2021-02-15 10:45,,,,320.00,14.00,,30.34,,1.00,,BKN,OVC,,,1600.00,9500.00,,,-SN,,,,,,,,KACT 151045Z AUTO 32014KT 1SM -SN BKN016 OVC095 M13/M16 A3034 RMK T11301160 MADISHF
ACT,2021-02-15 10:50,,,,320.00,11.00,,30.33,,1.00,17.00,SCT,BKN,OVC,,1200.00,1699.00,9500.00,,-SN,,,,,,,,KACT 151050Z AUTO 32011G17KT 1SM -SN SCT012 BKN016 OVC095 M13/M16 A3032 RMK T11301160 MADISHF
ACT,2021-02-15 10:51,9.00,3.90,79.31,320.00,12.00,T,30.33,1027.70,1.00,19.00,SCT,BKN,OVC,,1200.00,1700.00,10000.00,,-SN,,,,27.00,340.00,2021-02-15 10:08,-7.27,KACT 151051Z AUTO 32012G19KT 1SM -SN SCT012 BKN017 OVC100 M13/M16 A3033 RMK AO2 PK WND 34027/1008 SNE19B34 SLP277 P0000 T11281156
ACT,2021-02-15 10:55,,,,330.00,15.00,,30.32,,1.25,,SCT,BKN,OVC,,1200.00,1699.00,10000.00,,-SN,,,,,,,,KACT 151055Z AUTO 33015KT 1 1/2SM -SN SCT012 BKN016 OVC100 M13/M16 A3031 RMK T11301160 MADISHF
ACT,2021-02-15 11:00,,,,320.00,11.00,,30.33,,1.50,,BKN,OVC,,,1400.00,1900.00,,,-SN,,,,,,,,KACT 151100Z AUTO 32011KT 1 1/2SM -SN BKN014 OVC019 M13/M16 A3032 RMK T11301160 MADISHF
ACT,2021-02-15 11:02,8.10,3.00,79.23,320.00,13.00,T,30.33,,2.00,21.00,BKN,BKN,OVC,,1400.00,1900.00,6500.00,,-SN,,,,,,,-9.05,KACT 151102Z AUTO 32013G21KT 2SM -SN BKN014 BKN019 OVC065 M13/M16 A3033 RMK AO2 P0000 T11331161
ACT,2021-02-15 11:05,,,,320.00,11.00,,30.33,,2.50,18.00,FEW,BKN,OVC,,999.00,1699.00,6500.00,,-SN,,,,,,,,KACT 151105Z AUTO 32011G18KT 2 1/2SM -SN FEW009 BKN016 OVC065 M13/M16 A3032 RMK T11301160 MADISHF
ACT,2021-02-15 11:06,9.00,3.00,76.08,320.00,13.00,T,30.33,,3.00,,FEW,BKN,OVC,,1000.00,1700.00,6500.00,,-SN,,,,,,,-7.90,KACT 151106Z AUTO 32013KT 3SM -SN FEW010 BKN017 OVC065 M13/M16 A3033 RMK AO2 P0000 T11281161
ACT,2021-02-15 11:10,,,,320.00,14.00,,30.32,,4.00,,BKN,OVC,,,1699.00,6500.00,,,-SN,,,,,,,,KACT 151110Z AUTO 32014KT 4SM -SN BKN016 OVC065 M13/M16 A3031 RMK T11301160 MADISHF
ACT,2021-02-15 11:15,,,,330.00,13.00,,30.31,,5.00,,BKN,OVC,,,1900.00,6500.00,,,-SN,,,,,,,,KACT 151115Z AUTO 33013KT 5SM -SN BKN019 OVC065 M13/M17 A3030 RMK T11301170 MADISHF
ACT,2021-02-15 11:20,,,,340.00,16.00,,30.31,,5.00,,BKN,OVC,,,1900.00,6500.00,,,-SN,,,,,,,,KACT 151120Z AUTO 34016KT 5SM -SN BKN019 OVC065 M13/M16 A3030 RMK T11301160 MADISHF
ACT,2021-02-15 11:25,,,,340.00,13.00,,30.31,,7.00,19.00,BKN,OVC,,,1900.00,6500.00,,,-SN,,,,,,,,KACT 151125Z AUTO 34013G19KT 7SM -SN BKN019 OVC065 M13/M17 A3030 RMK T11301170 MADISHF
ACT,2021-02-15 11:30,,,,340.00,15.00,,30.31,,7.00,,SCT,BKN,,,1900.00,6500.00,,,,,,,,,,,KACT 151130Z AUTO 34015KT 7SM SCT019 BKN065 M13/M17 A3030 RMK T11301170 MADISHF
ACT,2021-02-15 11:35,,,,340.00,16.00,,30.31,,7.00,21.00,SCT,BKN,,,1900.00,6500.00,,,,,,,,,,,KACT 151135Z AUTO 34016G21KT 7SM SCT019 BKN065 M13/M17 A3030 RMK T11301170 MADISHF
ACT,2021-02-15 11:40,,,,340.00,17.00,,30.31,,7.00,,SCT,BKN,,,1900.00,6000.00,,,,,,,,,,,KACT 151140Z AUTO 34017KT 7SM SCT019 BKN060 M13/M17 A3030 RMK T11301170 MADISHF
ACT,2021-02-15 11:45,,,,340.00,15.00,,30.31,,6.00,22.00,BKN,BKN,,,1900.00,6000.00,,,,,,,,,,,KACT 151145Z AUTO 34015G22KT 6SM BKN019 BKN060 M13/M17 A3030 RMK T11301170 MADISHF
ACT,2021-02-15 11:47,8.60,1.40,71.92,340.00,18.00,T,30.31,,7.00,,BKN,BKN,,,1900.00,6000.00,,,,,,,,,,-11.05,KACT 151147Z AUTO 34018KT 7SM BKN019 BKN060 M13/M17 A3031 RMK AO2 SNE27 P0000
ACT,2021-02-15 11:50,,,,340.00,14.00,,30.32,,7.00,19.00,FEW,BKN,BKN,,1600.00,2100.00,6000.00,,,,,,,,,,KACT 151150Z AUTO 34014G19KT 7SM FEW016 BKN021 BKN060 M13/M17 A3031 RMK T11301170 MADISHF
ACT,2021-02-15 11:51,8.10,1.00,72.20,340.00,16.00,T,30.32,1027.40,8.00,23.00,FEW,BKN,BKN,,1600.00,2100.00,6000.00,,,,,,,,,-10.73,KACT 151151Z AUTO 34016G23KT 8SM FEW016 BKN021 BKN060 M13/M17 A3032 RMK AO2 SNE27 SLP274 P0000 60013 70022 T11331172 11117 21133 51000
ACT,2021-02-15 11:55,,,,340.00,14.00,,30.32,,7.00,,BKN,,,,2100.00,,,,,,,,,,,,KACT 151155Z AUTO 34014KT 7SM BKN021 M13/M17 A3031 RMK T11301170 MADISHF
ACT,2021-02-15 12:00,,,,340.00,17.00,,30.33,,7.00,22.00,BKN,,,,2100.00,,,,,,,,,,,,KACT 151200Z AUTO 34017G22KT 7SM BKN021 M13/M18 A3032 RMK T11301180 MADISHF
ACT,2021-02-15 12:05,,,,340.00,20.00,,30.33,,8.00,24.00,BKN,,,,2100.00,,,,,,,,,,,,KACT 151205Z AUTO 34020G24KT 8SM BKN021 M13/M18 A3032 RMK T11301180 MADISHF
ACT,2021-02-15 12:10,,,,340.00,16.00,,30.33,,8.00,,BKN,,,,2100.00,,,,,,,,,,,,KACT 151210Z AUTO 34016KT 8SM BKN021 M13/M18 A3032 RMK T11301180 MADISHF
ACT,2021-02-15 12:15,,,,340.00,14.00,,30.33,,9.00,,BKN,,,,2100.00,,,,,,,,,,,,KACT 151215Z AUTO 34014KT 9SM BKN021 M13/M18 A3032 RMK T11301180 MADISHF
ACT,2021-02-15 12:20,,,,340.00,13.00,,30.33,,10.00,,BKN,,,,2200.00,,,,,,,,,,,,KACT 151220Z AUTO 34013KT 10SM BKN022 M13/M18 A3032 RMK T11301180 MADISHF
ACT,2021-02-15 12:25,,,,340.00,13.00,,30.33,,10.00,,BKN,,,,2200.00,,,,,,,,,,,,KACT 151225Z AUTO 34013KT 10SM BKN022 M13/M18 A3032 RMK T11301180 MADISHF
ACT,2021-02-15 12:30,,,,340.00,14.00,,30.33,,10.00,,BKN,,,,2200.00,,,,,,,,,,,,KACT 151230Z AUTO 34014KT 10SM BKN022 M13/M18 A3032 RMK T11301180 MADISHF
ACT,2021-02-15 12:35,,,,340.00,18.00,,30.32,,10.00,,BKN,,,,2200.00,,,,,,,,,,,,KACT 151235Z AUTO 34018KT 10SM BKN022 M13/M18 A3031 RMK T11301180 MADISHF
ACT,2021-02-15 12:40,,,,340.00,16.00,,30.32,,10.00,,BKN,,,,2200.00,,,,,,,,,,,,KACT 151240Z AUTO 34016KT 10SM BKN022 M13/M18 A3031 RMK T11301180 MADISHF
ACT,2021-02-15 12:45,,,,340.00,15.00,,30.33,,10.00,,BKN,,,,2200.00,,,,,,,,,,,,KACT 151245Z AUTO 34015KT 10SM BKN022 M13/M18 A3032 RMK T11301180 MADISHF
ACT,2021-02-15 12:50,,,,330.00,11.00,,30.32,,10.00,,BKN,,,,2200.00,,,,,,,,,,,,KACT 151250Z AUTO 33011KT 10SM BKN022 M13/M18 A3031 RMK T11301180 MADISHF
ACT,2021-02-15 12:51,8.10,0.00,68.90,330.00,11.00,0.00,30.32,1027.50,10.00,21.00,BKN,,,,2200.00,,,,,,,,26.00,350.00,2021-02-15 11:59,-7.74,KACT 151251Z 33011G21KT 10SM BKN022 M13/M18 A3032 RMK AO2 PK WND 35026/1159 SLP275 T11331178
ACT,2021-02-15 12:55,,,,330.00,13.00,,30.32,,10.00,,BKN,,,,2200.00,,,,,,,,,,,,KACT 151255Z AUTO 33013KT 10SM BKN022 M13/M18 A3031 RMK T11301180 MADISHF
ACT,2021-02-15 13:00,,,,320.00,13.00,T,30.32,,10.00,19.00,BKN,,,,2200.00,,,,UP,,,,,,,,KACT 151300Z AUTO 32013G19KT 10SM UP BKN022 M13/M18 A3031 RMK P0000 T11301180 MADISHF
ACT,2021-02-15 13:05,,,,320.00,11.00,T,30.32,,10.00,,BKN,,,,2200.00,,,,UP,,,,,,,,KACT 151305Z AUTO 32011KT 10SM UP BKN022 M13/M18 A3031 RMK P0000 T11301180 MADISHF
ACT,2021-02-15 13:10,,,,320.00,11.00,T,30.33,,10.00,17.00,OVC,,,,2200.00,,,,UP,,,,,,,,KACT 151310Z AUTO 32011G17KT 10SM UP OVC022 M13/M18 A3032 RMK P0000 T11301180 MADISHF
ACT,2021-02-15 13:15,,,,320.00,13.00,T,30.33,,10.00,,OVC,,,,2200.00,,,,UP,,,,,,,,KACT 151315Z AUTO 32013KT 10SM UP OVC022 M13/M18 A3032 RMK P0000 T11301180 MADISHF
ACT,2021-02-15 13:20,,,,320.00,11.00,T,30.33,,10.00,16.00,OVC,,,,2200.00,,,,UP,,,,,,,,KACT 151320Z AUTO 32011G16KT 10SM UP OVC022 M13/M18 A3032 RMK P0000 T11301180 MADISHF
ACT,2021-02-15 13:25,,,,330.00,14.00,T,30.33,,9.00,,OVC,,,,2200.00,,,,UP,,,,,,,,KACT 151325Z AUTO 33014KT 9SM UP OVC022 M13/M18 A3032 RMK P0000 T11301180 MADISHF
ACT,2021-02-15 13:30,,,,320.00,15.00,T,30.33,,9.00,,OVC,,,,2200.00,,,,UP,,,,,,,,KACT 151330Z AUTO 32015KT 9SM UP OVC022 M14/M18 A3032 RMK P0000 T11401180 MADISHF
ACT,2021-02-15 13:35,,,,320.00,13.00,T,30.33,,8.00,,OVC,,,,2200.00,,,,UP,,,,,,,,KACT 151335Z AUTO 32013KT 8SM UP OVC022 M14/M18 A3032 RMK P0000 T11401180 MADISHF
ACT,2021-02-15 13:40,,,,320.00,14.00,T,30.33,,7.00,,OVC,,,,2200.00,,,,UP,,,,,,,,KACT 151340Z AUTO 32014KT 7SM UP OVC022 M14/M18 A3032 RMK P0000 T11401180 MADISHF
ACT,2021-02-15 13:45,,,,330.00,14.00,T,30.33,,7.00,19.00,OVC,,,,2200.00,,,,UP,,,,,,,,KACT 151345Z AUTO 33014G19KT 7SM UP OVC022 M13/M18 A3032 RMK P0000 T11301180 MADISHF
ACT,2021-02-15 13:50,,,,320.00,13.00,T,30.34,,7.00,18.00,OVC,,,,2200.00,,,,UP,,,,,,,,KACT 151350Z AUTO 32013G18KT 7SM UP OVC022 M14/M18 A3034 RMK P0000 T11401180 MADISHF
ACT,2021-02-15 13:51,7.00,0.00,72.41,320.00,14.00,T,30.34,1028.00,8.00,,OVC,,,,2200.00,,,,UP,,,,,,,-11.06,KACT 151351Z 32014KT 8SM UP OVC022 M14/M18 A3034 RMK AO2 UPB1259 SLP280 P0000 T11391178
ACT,2021-02-15 13:55,,,,330.00,14.00,T,30.33,,9.00,,OVC,,,,2200.00,,,,UP,,,,,,,,KACT 151355Z AUTO 33014KT 9SM UP OVC022 M14/M18 A3032 RMK P0000 T11401180 MADISHF
ACT,2021-02-15 14:00,,,,320.00,14.00,,30.33,,10.00,,OVC,,,,2200.00,,,,,,,,,,,,KACT 151400Z AUTO 32014KT 10SM OVC022 M14/M18 A3032 RMK T11401180 MADISHF
ACT,2021-02-15 14:05,,,,320.00,14.00,,30.33,,9.00,,OVC,,,,2200.00,,,,,,,,,,,,KACT 151405Z AUTO 32014KT 9SM OVC022 M14/M18 A3032 RMK T11401180 MADISHF
ACT,2021-02-15 14:10,,,,330.00,11.00,T,30.34,,10.00,,OVC,,,,2200.00,,,,UP,,,,,,,,KACT 151410Z AUTO 33011KT 10SM UP OVC022 M14/M18 A3034 RMK P0000 T11401180 MADISHF
ACT,2021-02-15 14:15,,,,320.00,11.00,T,30.34,,10.00,17.00,OVC,,,,2200.00,,,,UP,,,,,,,,KACT 151415Z AUTO 32011G17KT 10SM UP OVC022 M14/M18 A3034 RMK P0000 T11401180 MADISHF
ACT,2021-02-15 14:20,,,,320.00,13.00,T,30.34,,10.00,,OVC,,,,2200.00,,,,UP,,,,,,,,KACT 151420Z AUTO 32013KT 10SM UP OVC022 M14/M18 A3034 RMK P0000 T11401180 MADISHF
