siteID,lat,lon,elev,slp,temp,sky,dpt,wx,wdr,wsp
KAPS,30.083,-90.583,2.0,1020.32,21.1,0.0,-5.8,,0.0,0.0
KAPY,26.967,-99.25,129.0,1016.93,28.2,0.0,14.7,,170.0,7.0
KAQR,34.4,-96.15,189.0,1012.19,24.1,0.0,8.6,,190.0,11.0
KARM,29.25,-96.15,31.0,1018.96,25.0,0.5,8.4,,170.0,9.0
KASN,33.57,-86.051,162.0,1017.95,21.0,0.0,-1.5,,0.0,0.0
KASW,41.275,-85.84,259.0,1011.51,6.0,0.0,0.0,,220.0,7.0
KAUH,40.883,-99.633,550.0,1005.42,6.6,0.0,1.0,,260.0,3.0
KAVQ,32.41,-111.218,619.0,1015.92,23.7,0.0,-11.6,,0.0,0.0
KAXH,29.517,-95.483,21.0,1018.96,25.7,0.0,5.2,,210.0,8.0
KAXS,34.7,-99.003,437.0,1010.84,20.1,0.0,1.3,,210.0,11.0
KAZC,36.967,-113.017,1486.0,1018.96,16.0,0.0,-7.0,,260.0,6.0
KBAM,40.567,-116.917,1381.0,1025.4,8.0,0.0,-2.0,,350.0,5.0
KBCK,44.25,-90.85,255.0,1007.11,7.4,0.0,-1.9,,200.0,5.0
KBDH,45.117,-95.133,247.0,1005.08,3.0,0.5,-1.0,,120.0,8.0
KBGE,30.972,-84.637,43.0,1019.64,20.0,0.0,-0.5,,280.0,5.0
KBHC,31.717,-82.4,61.0,1017.61,19.0,0.0,0.0,,260.0,6.0
KBIE,40.283,-96.75,403.0,1005.42,15.0,0.0,3.6,,190.0,13.0
KBKD,32.719,-98.891,392.0,1012.53,27.0,0.0,1.6,,220.0,15.0
KBPC,35.883,-101.033,845.0,1007.79,22.0,0.0,-5.0,,190.0,21.0
KBPG,32.217,-101.517,784.0,1013.55,24.4,0.0,-8.9,,220.0,18.0
KBQK,31.259,-81.466,8.0,1017.95,20.5,0.0,-0.7,,280.0,8.0
KBTA,41.417,-96.117,396.0,1004.4,7.7,0.0,0.3,,180.0,12.0
KBVN,41.733,-98.05,551.0,1003.39,8.6,0.0,1.6,,240.0,8.0
KBWW,46.167,-103.3,910.0,1002.37,5.0,0.5,-3.0,,290.0,22.0
KBXA,30.817,-89.867,36.0,1019.98,22.9,0.0,-5.7,,210.0,4.0
PAWS,61.572,-149.54,107.0,1022.7,-12.2,1.0,-15.6,,250.0,3.0
PAZK,61.933,-147.002,1003.0,1023.4,-17.2,0.0,-18.9,,10.0,7.0
PFCL,58.834,-158.529,24.0,1014.8,-12.8,1.0,-14.4,-SN,30.0,10.0
PFEL,64.615,-162.272,49.0,1014.6,-18.3,0.25,-22.2,,360.0,9.0
PFKT,65.331,-166.466,9.0,1015.0,-24.4,0.75,-27.2,,110.0,15.0
PFKW,60.79,-161.444,8.0,1011.3,-7.8,1.0,-9.4,-SN,60.0,5.0
PFYU,66.572,-145.25,131.0,1021.6,-22.2,0.0,-26.7,,nan,5.0
KHLX,36.767,-80.817,834.0,1010.84,12.1,0.0,-2.6,,290.0,12.0
KHMZ,40.085,-78.512,354.0,1006.1,7.3,0.0,-1.3,,280.0,15.0
KHNZ,36.362,-78.529,161.0,1009.82,16.2,0.0,-0.6,,230.0,13.0
KHQG,37.002,-101.367,956.0,1005.42,21.3,0.0,-6.1,,190.0,21.0
KHRX,34.867,-102.003,1154.0,1010.16,22.1,0.0,-6.9,,250.0,24.0
KHSB,37.817,-88.55,121.0,1014.9,15.6,0.0,-2.8,,0.0,0.0
KHVE,38.417,-110.7,1350.0,1018.96,10.0,0.0,-8.0,,0.0,0.0
KHZX,46.617,-93.317,374.0,1004.4,3.0,0.5,-1.0,,240.0,4.0
KI16,37.6,-81.559,544.0,1013.21,15.5,0.5,-1.9,,nan,nan
KI23,39.567,-83.417,299.0,1012.19,6.0,0.0,-1.0,,250.0,11.0
KI35,36.867,-83.367,473.0,1014.22,16.0,0.0,-1.6,,270.0,13.0
KI75,41.05,-93.683,339.0,1008.13,10.2,0.0,1.9,,160.0,8.0
KIER,31.733,-93.1,37.0,1017.95,25.1,0.0,3.0,,170.0,7.0
KIGQ,41.535,-87.53,188.0,1012.19,5.5,0.0,-0.2,,240.0,8.0
KIIY,33.783,-82.817,197.0,1015.58,20.0,0.0,-1.0,,270.0,13.0
KIKG,27.55,-98.033,40.0,1017.27,28.9,0.0,14.5,,130.0,9.0
KIMS,38.75,-85.467,250.0,1014.56,12.0,0.0,0.0,,250.0,8.0
KINJ,32.083,-97.097,209.0,1014.9,24.7,0.0,11.2,,170.0,18.0
KIRS,41.8,-85.433,282.0,1009.82,7.5,0.0,-1.8,,280.0,8.0
KIYA,29.983,-92.083,5.0,1020.66,20.5,0.0,-3.6,,170.0,7.0
KIZA,34.607,-120.076,205.0,1016.93,24.0,0.0,2.0,,250.0,5.0
KJES,31.554,-81.882,33.0,1017.95,21.0,0.0,0.0,,300.0,4.0
KJSV,35.438,-94.803,161.0,1012.53,23.0,0.0,0.0,,190.0,10.0
KJWG,35.867,-98.417,472.0,1009.82,19.3,0.0,-1.1,,180.0,10.0
KJWY,32.45,-96.917,217.0,1014.56,25.0,0.0,9.5,,190.0,17.0
KJYG,43.983,-94.55,325.0,1004.4,3.0,0.0,-1.0,,110.0,11.0
KJYL,32.645,-81.597,57.0,1016.93,21.0,0.0,0.6,,300.0,8.0
KJYM,41.917,-84.583,360.0,1008.47,6.2,0.0,-0.6,,290.0,12.0
KK62,38.7,-84.4,274.0,1013.89,12.0,0.0,-3.0,,270.0,6.0
KK82,39.767,-98.8,549.0,1005.42,20.0,0.0,3.0,,210.0,16.0
KLCK,39.814,-82.928,227.0,1012.53,6.2,0.0,0.0,,260.0,12.0
KLHB,30.867,-96.617,87.0,1017.61,24.5,0.0,12.1,,170.0,13.0
KLHM,38.909,-121.351,37.0,1020.66,21.0,0.5,0.0,,330.0,20.0
KLHZ,36.017,-78.003,113.0,1011.18,17.0,0.0,1.0,,260.0,9.0
KLJF,45.1,-94.517,348.0,1004.4,3.0,0.0,-1.0,,100.0,5.0
KLKU,38.017,-77.967,150.0,1008.47,15.8,0.0,0.5,,260.0,13.0
KECS,43.883,-104.317,1273.0,1009.82,0.0,0.5,-2.0,-SN,300.0,19.0
KECU,29.95,-100.002,725.0,1018.96,21.0,0.0,11.0,,170.0,15.0
KEDN,31.3,-85.9,110.0,1019.3,20.1,0.0,-0.3,,350.0,4.0
KEFK,44.883,-72.233,284.0,997.63,2.4,1.0,-2.8,,170.0,3.0
KEHY,41.733,-106.467,2225.0,1009.14,1.0,0.75,-7.0,,nan,nan
KEIK,40.017,-105.05,1564.0,1007.11,17.0,0.0,-13.0,,270.0,18.0
KELO,47.825,-91.831,443.0,1002.71,4.0,0.75,-7.0,,290.0,5.0
KENL,38.517,-89.1,163.0,1013.89,14.3,0.0,2.8,,0.0,0.0
KERV,29.977,-99.086,510.0,1017.61,23.3,0.5,12.8,,210.0,14.0
KERY,46.311,-85.457,265.0,1002.71,3.0,0.75,-3.3,,300.0,11.0
KETC,35.933,-77.55,17.0,1010.5,17.0,0.0,1.6,,250.0,13.0
KETN,32.417,-98.817,446.0,1013.21,24.4,0.0,5.9,,210.0,15.0
KEZZ,39.717,-94.283,317.0,1009.48,16.7,0.0,3.3,,200.0,11.0
KF00,33.617,-96.183,188.0,1013.21,24.7,0.0,6.7,,180.0,14.0
KF05,34.233,-99.283,386.0,1010.5,22.9,0.0,0.1,,200.0,16.0
KF17,31.833,-94.15,97.0,1017.95,23.0,0.0,2.0,,190.0,9.0
KF46,32.933,-96.433,176.0,1013.89,24.6,0.0,10.2,,200.0,19.0
KFBL,44.003,-93.317,322.0,1006.1,3.0,0.5,-1.0,,0.0,0.0
KFEP,42.25,-89.583,262.0,1010.16,2.7,0.5,-1.0,,230.0,10.0
KFFX,43.433,-87.433,236.0,1007.45,6.4,0.0,0.1,,270.0,9.0
KFKN,36.7,-76.9,12.0,1009.14,16.9,0.0,0.0,,250.0,11.0
KFLY,38.95,-104.567,2096.0,1008.47,16.4,0.0,-18.9,,290.0,18.0
KFPK,42.567,-84.817,272.0,1007.45,7.5,0.0,-1.1,,250.0,11.0
KFSE,47.583,-95.767,389.0,1003.73,-1.0,0.0,-4.0,,40.0,3.0
KFSW,40.007,-91.317,221.0,1011.18,9.0,0.0,1.0,,170.0,4.0
KFWZ,42.517,-108.783,2588.0,1008.13,-4.0,0.0,-11.0,HZ,260.0,22.0
KGAO,29.45,-90.267,1.0,1021.0,19.3,0.0,-0.3,,50.0,6.0
KGDB,44.75,-95.55,319.0,1003.73,5.1,1.0,-0.1,,80.0,7.0
KGDJ,32.444,-97.817,237.0,1013.89,27.1,0.0,6.3,,200.0,15.0
KGHW,45.633,-95.317,425.0,1003.39,2.0,0.0,-1.0,,110.0,8.0
KGLW,37.032,-85.954,218.0,1015.58,16.0,0.0,3.9,,270.0,9.0
KGRN,42.8,-102.167,1086.0,1006.44,6.7,0.0,1.0,,290.0,15.0
KGWB,41.3,-85.067,269.0,1010.84,6.0,0.0,0.0,,250.0,10.0
KGYB,30.002,-96.983,148.0,1018.29,22.1,0.0,13.8,,220.0,7.0
KHFJ,36.9,-94.017,401.0,1011.85,21.0,0.0,0.0,,180.0,16.0
KHHF,35.9,-100.4,712.0,1007.79,21.0,0.0,-4.2,,200.0,18.0
CYYH,69.547,-93.577,28.0,997.2,-30.0,0.5,-34.0,IC,310.0,23.0
SBCF,-19.624,-43.972,828.0,1014.0,29.0,0.5,18.0,,10.0,3.0
SGAS,-25.24,-57.52,101.0,1009.0,37.0,0.25,22.0,,330.0,5.0
SGES,-25.455,-54.843,849.0,1008.0,37.0,0.5,19.0,,300.0,7.0
SGEN,-27.227,-55.837,197.0,1009.0,33.0,0.5,18.0,,180.0,8.0
CYPH,58.472,-78.077,3.0,989.5,-5.0,0.75,-6.0,-SN,220.0,4.0
PTYA,9.499,138.083,17.0,1007.6,23.8,0.5,23.0,,nan,3.0
EHAM,52.309,4.764,9.0,1027.0,12.0,0.0,9.0,,160.0,9.0
EHBK,50.912,5.77,116.0,1030.0,14.0,0.0,8.0,,170.0,7.0
EHGG,53.12,6.579,4.0,1027.0,12.0,0.0,9.0,,190.0,7.0
EHRD,51.957,4.437,-5.0,1027.0,14.0,0.0,9.0,,180.0,10.0
EHLE,52.46,5.527,-6.0,1028.0,12.0,0.0,9.0,,180.0,9.0
KP58,44.017,-82.8,179.0,1004.0,5.6,0.0,-1.1,,250.0,9.0
BGTL,76.531,-68.703,77.0,994.7,-14.2,0.75,-19.2,,260.0,4.0
ETAD,49.973,6.693,365.0,1032.2,11.9,0.75,7.0,,200.0,5.0
ETAR,49.437,7.6,238.0,1034.3,11.0,0.0,9.4,,0.0,0.0
SBSP,-23.626,-46.656,803.0,1014.0,31.0,0.0,10.0,,330.0,7.0
SAWE,-53.778,-67.749,22.0,992.0,14.0,0.75,10.0,,290.0,23.0
TQPF,18.205,-63.055,31.0,1017.0,26.0,0.5,20.0,,100.0,15.0
KWRI,40.016,-74.592,41.0,1002.7,8.1,0.75,-1.2,,260.0,14.0
KMCF,27.849,-82.521,4.0,1017.9,23.7,0.0,14.7,,310.0,11.0
KSSC,33.973,-80.471,74.0,1014.3,20.6,0.0,-0.7,,240.0,14.0
KSVN,32.01,-81.146,13.0,1016.2,22.0,0.0,-1.3,,280.0,12.0
KGUS,40.648,-86.152,247.0,1013.1,4.2,0.0,2.9,,270.0,10.0
KEND,36.339,-97.916,398.0,1008.9,20.1,0.0,1.0,,180.0,12.0
KFRI,39.055,-96.765,325.0,1006.7,22.1,0.0,-3.3,,220.0,19.0
EGUL,52.409,0.561,10.0,1021.3,12.4,1.0,9.9,,180.0,14.0
EGUN,52.362,0.486,10.0,1021.3,12.6,1.0,8.1,,180.0,18.0
EGVA,51.682,-1.79,87.0,1020.1,12.2,1.0,7.3,,200.0,18.0
ETOU,50.05,8.325,141.0,1034.1,10.1,0.0,6.8,,0.0,0.0
KBAD,32.502,-93.663,51.0,1016.8,23.8,0.0,4.2,,200.0,8.0
KCOF,28.235,-80.61,3.0,1018.7,20.5,0.0,10.0,,40.0,16.0
KVOK,43.939,-90.253,277.0,1008.1,6.0,0.25,0.0,,270.0,8.0
KFKL,41.378,-79.86,469.0,1007.8,3.9,1.0,-1.1,,280.0,12.0
KFKS,44.625,-86.201,193.0,1005.76,5.0,1.0,0.1,,230.0,6.0
KFLP,36.291,-92.59,219.0,1012.2,23.9,0.0,-3.3,,200.0,13.0
KFNL,40.452,-105.011,1529.0,1005.5,15.6,0.0,-9.4,,70.0,3.0
KFOD,42.551,-94.193,355.0,1009.0,6.7,0.0,-1.1,,180.0,12.0
KFRM,43.633,-94.417,354.0,1006.2,2.8,0.0,-1.1,,140.0,12.0
KGAD,33.973,-86.089,173.0,1018.0,20.6,0.0,1.7,,nan,4.0
KGAI,39.168,-77.166,165.0,1008.2,11.1,0.75,2.2,,280.0,11.0
KGBD,38.344,-98.859,575.0,1006.9,21.1,0.0,-7.2,,190.0,18.0
KGHB,27.008,-91.983,30.0,1020.66,18.0,0.0,7.0,,nan,nan
KGPI,48.311,-114.256,908.0,1017.0,2.8,0.5,-7.8,,250.0,10.0
KGPZ,47.211,-93.51,413.0,1005.4,3.9,0.75,-3.9,,310.0,5.0
KGRY,27.633,-90.45,58.0,1020.32,19.0,0.0,10.0,,60.0,12.0
KGTR,33.45,-88.591,80.0,1018.63,21.7,0.0,0.6,,260.0,8.0
KGTU,30.679,-97.679,240.0,1016.6,24.4,0.0,11.7,,170.0,13.0
KGUC,38.534,-106.933,2339.0,1023.3,-3.9,0.0,-9.4,,110.0,3.0
KGVQ,43.032,-78.168,278.0,1002.5,1.7,1.0,0.0,,290.0,17.0
KGXY,40.437,-104.633,1420.0,1008.0,15.6,0.0,-9.4,,310.0,14.0
KHDN,40.481,-107.218,2012.0,1018.4,1.1,0.25,-7.2,,0.0,0.0
KHEF,38.721,-77.515,59.0,1007.3,15.0,0.5,2.2,,300.0,20.0
KHEZ,31.617,-91.3,83.0,1019.4,22.2,0.0,0.6,,250.0,8.0
KHHV,26.933,-94.683,25.0,1018.63,22.0,0.0,14.0,,120.0,12.0
KHNB,38.25,-86.95,161.0,1015.2,13.9,0.0,-2.8,,290.0,8.0
KHND,35.973,-115.134,749.0,1019.0,20.0,0.0,-6.1,,nan,4.0
KHON,44.385,-98.229,390.0,1001.4,10.0,0.5,0.6,,260.0,6.0
KHYI,29.893,-97.863,182.0,1017.1,25.0,0.25,12.8,,220.0,16.0
KHYS,38.842,-99.273,609.0,1005.7,22.2,0.0,-7.2,,210.0,21.0
KILE,31.067,-97.007,258.0,1014.7,25.6,0.0,10.6,,180.0,18.0
K04W,46.017,-92.9,311.0,1005.08,4.0,0.5,-1.0,,190.0,8.0
K18H,26.133,-92.033,10.0,1019.3,21.0,0.0,12.0,,70.0,6.0
K1M4,34.283,-87.6,284.0,967.9,20.0,0.0,0.6,,260.0,7.0
K3N8,47.25,-95.883,383.0,1003.05,0.8,1.0,-1.2,,60.0,4.0
K7N0,29.95,-90.067,0.0,1020.7,21.1,0.0,-3.3,,40.0,6.0
KAAT,41.483,-120.567,1331.0,1027.1,6.1,0.0,-4.4,,0.0,0.0
KADF,34.1,-93.067,56.0,1015.92,21.7,0.0,5.6,,210.0,7.0
KAFJ,40.117,-80.267,361.0,1010.4,7.2,0.75,-0.6,,260.0,16.0
KAIZ,38.096,-92.549,265.0,1011.8,20.0,0.0,2.2,,200.0,11.0
KAJO,33.9,-117.6,163.0,1015.6,26.7,0.0,-2.2,,nan,nan
KAMN,43.322,-84.688,230.0,1006.44,8.2,0.0,-1.4,,270.0,14.0
KANJ,46.467,-84.367,218.0,1001.8,2.8,0.75,-2.8,,300.0,15.0
KARG,36.117,-90.917,83.0,1015.0,17.2,0.0,8.9,,170.0,11.0
KASH,42.782,-71.515,61.0,1000.3,5.6,0.25,-2.2,,nan,3.0
KAST,46.158,-123.879,3.0,1030.4,7.8,0.25,3.3,RA,260.0,15.0
KATP,27.2,-90.033,62.0,1019.3,22.0,0.0,13.0,,70.0,8.0
KAUO,32.615,-85.434,236.0,nan,nan,0.0,nan,,nan,nan
KAWO,48.161,-122.159,42.0,1027.2,4.4,0.75,2.8,-RA,280.0,6.0
KBFW,47.25,-91.4,331.0,1002.71,5.0,0.5,-7.0,,330.0,4.0
KBHB,44.45,-68.362,26.0,998.9,3.9,0.5,-1.1,,270.0,6.0
KBID,41.168,-71.578,33.0,1003.0,3.9,0.75,-1.1,,260.0,14.0
KBJI,47.509,-94.934,420.0,1003.39,2.8,0.0,-4.4,,270.0,3.0
KBKX,44.283,-96.817,502.0,1003.6,5.6,0.0,0.6,,160.0,5.0
KBLM,40.002,-74.117,48.0,1003.3,7.2,0.75,-2.8,,230.0,11.0
KBMI,40.477,-88.916,267.0,1013.0,8.9,0.0,2.2,,240.0,9.0
KBOK,42.067,-124.283,140.0,1030.4,11.7,0.0,3.3,,310.0,12.0
KBQX,28.005,-95.717,34.0,1019.64,21.0,0.0,16.0,,nan,4.0
KBTP,40.767,-79.95,380.0,1009.1,6.1,1.0,-0.6,,270.0,13.0
KBVX,35.733,-91.65,141.0,1014.4,22.8,0.0,1.7,,210.0,8.0
KCAO,36.45,-103.15,1514.0,1002.0,20.0,0.0,-5.6,,200.0,14.0
KCFE,45.002,-93.85,295.0,1005.42,3.2,1.0,-1.7,,nan,nan
KCGZ,32.955,-111.767,446.0,1015.9,21.1,0.0,-8.9,,nan,nan
KCIU,46.251,-84.472,244.0,1002.4,2.8,0.5,-2.2,,310.0,13.0
KMRF,30.371,-104.018,1481.0,1015.5,23.3,0.0,-7.2,,190.0,15.0
KMSV,41.7,-74.783,428.0,1001.1,1.1,0.75,0.0,-SN,260.0,10.0
KMTK,28.7,-89.4,50.0,1021.0,19.0,0.0,6.0,,nan,3.0
KMTW,44.117,-87.007,198.0,1007.2,6.7,0.0,0.0,,240.0,11.0
KMVN,38.317,-88.867,146.0,1014.8,15.0,0.0,3.9,,190.0,7.0
KMYR,33.68,-78.928,8.0,1014.8,17.8,0.0,3.9,,240.0,8.0
KOAJ,34.829,-77.612,29.0,1012.5,17.8,0.0,2.8,,230.0,7.0
KOKK,40.528,-86.059,253.0,1013.2,4.4,0.0,0.0,,280.0,12.0
KOLU,41.448,-97.343,440.0,1005.7,6.7,0.0,0.0,,200.0,13.0
KONZ,42.1,-83.15,180.0,1007.45,8.2,0.0,-1.7,,290.0,10.0
KOTG,43.633,-95.567,480.0,1003.1,5.0,0.0,0.6,,180.0,15.0
KOTH,43.417,-124.246,4.0,1034.5,10.0,0.75,4.4,,320.0,11.0
KOWB,37.74,-87.167,124.0,1015.8,15.6,0.0,2.2,,270.0,7.0
KPHP,44.05,-101.6,672.0,1005.7,8.9,0.25,-2.2,,300.0,22.0
KPIB,31.467,-89.337,91.0,1019.7,22.2,0.0,-0.6,,210.0,6.0
KPQI,46.689,-68.045,146.0,999.5,1.1,1.0,-3.3,,0.0,0.0
KPRX,33.637,-95.451,167.0,1015.5,23.3,0.0,7.8,,190.0,16.0
KPTN,29.717,-91.317,3.0,1020.4,21.7,0.0,0.6,,160.0,3.0
KPTV,36.017,-119.067,135.0,1020.8,20.0,0.0,5.6,,320.0,6.0
KPVC,42.072,-70.221,2.0,1000.7,5.0,0.0,-0.6,,210.0,14.0
KPVG,36.783,-76.45,7.0,1008.8,17.2,0.0,1.7,,240.0,9.0
KPVU,40.219,-111.723,1369.0,1022.3,8.3,0.5,-3.3,,330.0,15.0
KPWG,31.467,-97.317,180.0,1014.7,25.0,0.0,12.2,,170.0,19.0
KPWT,47.49,-122.765,147.0,1026.1,7.2,0.0,1.7,,220.0,20.0
KRKD,44.06,-69.099,17.0,998.7,4.4,1.0,-1.1,,190.0,8.0
KRNO,39.499,-119.768,1342.0,1025.1,11.7,0.25,-9.4,,0.0,0.0
KRQB,43.717,-85.005,302.0,1006.1,5.7,0.0,-1.4,,270.0,13.0
KRRT,48.933,-95.003,327.0,1004.06,1.0,0.0,-3.0,,260.0,3.0
KSCK,37.894,-121.238,10.0,1020.6,19.4,0.0,6.7,,310.0,6.0
KSDY,47.707,-104.193,605.0,1005.76,1.0,0.75,-1.0,-SN,350.0,19.0
PFNO,66.818,-161.019,17.0,1028.0,-23.9,1.0,-26.7,HZ,80.0,13.0
PFSH,64.371,-161.224,7.0,1015.0,-21.1,0.75,-23.9,,20.0,16.0
KCKN,47.85,-96.617,273.0,1004.4,1.0,0.0,-2.0,,40.0,3.0
KCMA,34.214,-119.094,23.0,1016.9,24.4,0.0,1.7,,220.0,10.0
KCNK,39.55,-97.65,447.0,1005.5,21.1,0.0,-2.2,,210.0,24.0
KCOD,44.52,-109.024,1553.0,1013.9,1.7,0.25,-14.4,,250.0,13.0
KCOE,47.774,-116.82,707.0,1023.7,3.9,0.75,-3.3,,220.0,11.0
KCTB,48.608,-112.376,1175.0,1012.9,0.0,0.0,-5.6,,260.0,21.0
KCVN,34.425,-103.079,1284.0,1009.0,22.2,0.0,-9.4,,240.0,28.0
KCVO,44.497,-123.29,75.0,1033.4,6.7,0.75,4.4,-RA,290.0,6.0
KDIJ,43.75,-111.1,1899.0,1021.2,-2.8,0.75,-14.4,,nan,3.0
KDLH,46.842,-92.194,435.0,1005.0,3.3,0.5,-2.8,,260.0,9.0
KDSF,28.35,-88.267,130.0,1020.32,23.0,0.0,6.0,,nan,4.0
KDVL,48.114,-98.909,443.0,1003.39,-1.0,0.5,-1.0,-SN,80.0,5.0
KDWU,38.55,-82.733,166.0,1013.5,12.2,0.0,0.6,,270.0,8.0
KDYR,36.6,-89.4,103.0,1016.7,18.3,0.0,3.3,,nan,5.0
KEAR,40.717,-100.65,649.0,1005.8,12.8,0.0,1.7,,250.0,12.0
KEAT,47.399,-120.207,377.0,1022.0,7.2,0.0,-1.1,,310.0,16.0
KEEN,42.898,-72.271,149.0,1000.0,3.3,0.75,-0.6,-RA,210.0,8.0
KEGE,39.643,-106.918,1993.0,1016.6,7.8,0.0,-7.2,,270.0,19.0
KEHR,37.817,-87.007,117.0,1015.7,14.4,0.0,1.7,,220.0,4.0
KEIR,28.633,-91.483,28.0,1021.34,18.0,0.0,5.0,,nan,nan
KEKM,41.719,-86.003,237.0,1010.16,7.0,0.0,-3.0,,260.0,11.0
KEKQ,36.85,-84.85,294.0,1015.6,16.1,0.0,1.7,,280.0,15.0
KEKY,33.313,-86.926,213.0,1003.3,20.6,0.0,-0.6,,260.0,6.0
KEMK,27.817,-94.317,26.0,1020.32,22.0,0.0,11.0,,140.0,12.0
KENV,40.719,-114.031,1292.0,1022.3,11.1,0.0,-7.8,,310.0,13.0
KESC,45.723,-87.094,187.0,1004.2,8.3,0.75,-5.6,,310.0,11.0
KEUL,43.617,-116.617,740.0,1026.8,6.7,0.0,-3.9,,300.0,11.0
KEWK,38.058,-97.274,467.0,1008.2,19.4,0.0,-2.8,,190.0,18.0
KFAM,37.767,-90.417,288.0,1013.5,18.9,0.0,2.2,,160.0,9.0
KFKA,43.683,-92.002,389.0,1006.77,2.8,0.0,-2.1,,140.0,4.0
KIRK,40.093,-92.545,293.0,1011.2,12.2,0.0,3.3,,190.0,10.0
KISM,28.29,-81.437,25.0,1018.4,23.9,0.0,14.4,,330.0,10.0
KITH,42.491,-76.458,335.0,1001.7,2.2,1.0,-1.1,-RA,280.0,15.0
KIWD,46.517,-90.117,375.0,1005.5,3.9,0.0,-2.8,,320.0,7.0
KJAC,43.607,-110.738,1961.0,1019.4,-1.7,0.25,-16.7,-SN,210.0,7.0
KJHW,42.153,-79.258,525.0,1006.5,1.1,1.0,-0.6,,280.0,17.0
KJRB,40.701,-74.009,7.0,1002.8,5.6,0.25,0.6,,270.0,8.0
KKLS,46.118,-122.898,5.0,1031.0,6.1,0.5,3.3,-RA,290.0,4.0
KLBL,37.044,-100.96,879.0,1005.6,21.1,0.0,-6.7,,190.0,21.0
KLCI,43.567,-71.417,166.0,999.1,3.9,0.75,-2.2,,220.0,9.0
KLEW,44.049,-70.284,88.0,999.6,3.3,1.0,-1.7,,220.0,4.0
KLGD,45.29,-118.007,827.0,1026.7,5.0,0.0,-4.4,,270.0,11.0
KLIC,39.267,-103.007,1630.0,1004.6,16.1,0.0,-12.8,,350.0,11.0
KLLJ,44.517,-114.217,1536.0,1019.1,1.1,0.25,-14.4,,310.0,17.0
KLPC,34.666,-120.468,27.0,1017.2,20.6,0.0,5.6,,280.0,11.0
KLRD,27.544,-99.462,155.0,nan,nan,0.0,nan,,nan,nan
KLXL,45.95,-94.003,342.0,1004.74,2.0,0.5,-2.0,,160.0,6.0
KLZU,33.978,-83.962,323.0,1017.3,19.4,0.0,-1.1,,260.0,14.0
KM19,35.65,-91.002,73.0,1015.3,18.9,0.0,6.1,,180.0,14.0
KMBL,44.272,-86.247,189.0,1006.9,5.6,0.0,0.6,,250.0,12.0
KMCD,45.85,-84.633,226.0,1002.71,2.9,0.5,-1.0,,260.0,5.0
KMIS,29.3,-88.85,32.0,1021.0,16.0,0.0,3.0,,nan,6.0
KMJX,39.933,-74.3,25.0,1003.6,10.0,1.0,-1.7,,250.0,14.0
KMKG,43.169,-86.238,191.0,1009.0,5.0,0.75,-0.6,,250.0,16.0
KMKT,44.222,-93.919,311.0,1006.2,2.2,1.0,-1.1,,140.0,10.0
KMKY,25.995,-81.673,2.0,1017.6,26.1,0.0,17.2,-RA,310.0,9.0
KMML,44.45,-95.817,359.0,1003.8,4.4,0.25,-0.6,,110.0,10.0
KMNM,45.127,-87.638,191.0,1004.7,9.4,0.0,-4.4,,310.0,7.0
KMQY,36.009,-86.52,166.0,1017.2,19.4,0.0,1.7,,250.0,3.0
KSFM,43.383,-70.717,74.0,999.6,4.4,1.0,-2.2,,250.0,6.0
KSFZ,41.921,-71.491,134.0,995.5,4.4,0.75,-1.1,,260.0,12.0
KSGH,39.84,-83.84,321.0,1013.1,7.2,0.0,0.6,,280.0,11.0
KSGJ,29.959,-81.34,3.0,1019.0,17.8,0.0,7.8,,80.0,8.0
KSGT,34.6,-91.567,68.0,1016.8,19.4,0.0,2.8,,180.0,8.0
KSGU,37.036,-113.51,896.0,1017.1,13.9,0.0,-7.2,,0.0,0.0
KSKX,36.458,-105.672,2161.0,1016.0,8.3,0.0,-5.0,,230.0,10.0
KSLG,36.2,-94.467,300.0,1011.6,22.2,0.0,0.6,,190.0,15.0
KSLH,45.654,-84.519,195.0,1002.71,4.0,1.0,-2.0,,270.0,14.0
KSMN,45.124,-113.881,1233.0,1021.4,1.7,0.5,-10.6,,210.0,8.0
KSOP,35.237,-79.391,141.0,1012.9,18.3,0.0,0.0,,250.0,11.0
KSQI,41.75,-89.007,197.0,997.9,4.4,0.25,-0.6,,220.0,6.0
KSRC,35.217,-91.733,80.0,1015.6,21.7,0.0,3.9,,190.0,10.0
KSUE,44.85,-87.417,221.0,1005.1,6.7,0.0,-1.1,,260.0,9.0
KTTF,41.933,-83.417,188.0,1008.13,6.5,0.0,-1.3,,270.0,12.0
KTVF,48.066,-96.185,340.0,1006.0,1.1,0.75,-2.8,,110.0,3.0
KUCP,41.033,-80.417,327.0,nan,6.1,0.75,-0.6,,260.0,18.0
KUDG,34.449,-79.89,59.0,1013.7,18.3,0.0,3.3,,220.0,14.0
KUGN,42.422,-87.868,222.0,1010.4,7.8,0.0,-1.1,,240.0,13.0
KVAF,27.35,-94.633,46.0,1019.98,23.0,0.0,12.0,,140.0,10.0
KVBT,36.346,-94.219,395.0,nan,21.7,0.0,0.0,,200.0,11.0
KVIS,36.319,-119.393,89.0,1021.6,18.3,0.0,6.1,,0.0,0.0
KVOA,29.233,-87.783,53.0,1020.66,18.0,0.0,4.0,,60.0,9.0
KWBF,26.933,-90.5,10.0,1019.98,23.0,0.0,11.0,,0.0,0.0
